CHEMBL ID,AlogP,Smiles,Standard Value,Standard Units
CHEMBL453502,0.91,COc1cc(/C=C/[N+](=O)[O-])ccc1OS(=O)(=O)c1ccc(C(=O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)cc1,500,nM
CHEMBL251498,3.85,Fc1ccc(Nc2ncnc3ccc(C#CCN4CCOCC4)cc23)cc1Cl,50.3,nM
CHEMBL249921,3.9,OCCC#Cc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,185.8,nM
CHEMBL514929,5.72,COc1cc(Nc2ncnc3ccsc23)ccc1-c1nc2ccccc2s1,10000,nM
CHEMBL399735,4.79,COc1cc2ncnc(Nc3cccc(C#Cc4ccccc4)c3)c2cc1OC,921,nM
CHEMBL3237947,5.21,CCOC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CC(C)(C)C2)C1c1c(C)nn(-c2ccccc2)c1Cl,11180,nM
CHEMBL3237948,5.52,CCOC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CC(C)(C)C2)C1c1c(C)nn(-c2ccc(C)cc2)c1Cl,510,nM
CHEMBL259395,5.97,COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccccc4F)cc3F)c2cc1OC,500,nM
CHEMBL514436,5.54,CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,26.92,nM
CHEMBL182254,5.39,Fc1cccc(COc2ccc(Nc3ncnc4nn5ccccc5c34)cc2Cl)c1,31.62,nM
CHEMBL178306,3.94,O=C(Nc1cccc(C(F)(F)F)c1)Nc1ncnc2nn3ccccc3c12,10000,nM
CHEMBL181029,2.83,O=C(Nc1cccc([N+](=O)[O-])c1)Nc1ncnc2nn3ccccc3c12,10000,nM
CHEMBL489107,4.35,C=CC(=O)Nc1cc2c(Cc3ccc(F)c(Br)c3)ncnc2cc1OCCCN1CCOCC1,1.82,nM
CHEMBL489897,3.63,C=CC(=O)Nc1nc2c(Cc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,1.514,nM
CHEMBL490093,3.66,C=CC(=O)N(C)c1nc2c(Cc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,19.95,nM
CHEMBL448172,5.03,C=CC(=O)Nc1nc2c(Cc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCC(C)CC1,6.607,nM
CHEMBL3237932,5.24,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)CCN3CCCCC3)c2)n1,10000,nM
CHEMBL3237933,4.09,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)CCN3CCOCC3)c2)n1,10000,nM
CHEMBL3237934,4,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)CCN3CCN(C)CC3)c2)n1,10000,nM
CHEMBL3237931,4.85,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)CCN3CCCC3)c2)n1,88,nM
CHEMBL3237936,3.36,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)CCN3CCN(CCO)CC3)c2)n1,2419,nM
CHEMBL3237937,3.91,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)CCN3CCN(CCOc4no[n+]([O-])c4S(=O)(=O)c4ccccc4)CC3)c2)n1,263,nM
CHEMBL510597,4.48,C=CC(=O)C(CCCN1CCOCC1)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,2.692,nM
CHEMBL503755,2.22,O=S(=O)(CO)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,93.33,nM
CHEMBL39337,4.01,Brc1cccc(Nc2ncnc3cc4[nH]ncc4cc23)c1,0.4365,nM
CHEMBL287832,4.05,CN(C)CCn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,39.81,nM
CHEMBL489308,3.54,O=C(O)CN1Cc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,5.129,nM
CHEMBL128987,3.28,Brc1cccc(Nc2ncnc3cc(NCCN4CCOCC4)ncc23)c1,3.236,nM
CHEMBL127058,2.62,OCCN(CCO)CCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,1.202,nM
CHEMBL126791,4.23,Brc1cccc(Nc2ncnc3cc(NCCCn4ccnc4)ncc23)c1,0.5129,nM
CHEMBL939,4.28,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,22,nM
CHEMBL4126810,4.16,CN1CCN(c2ccc(Nc3cc4c(N[C@H]5CCCN(C)C5)nc(Nc5ccccc5)nc4cn3)nc2)CC1,1.9,nM
CHEMBL4125764,3.54,C=CC(=O)N[C@@H]1CCN(c2nc(Nc3ccccc3)nc3cnc(Nc4ccc(N5CCN(C)CC5)cn4)cc23)C1,4.7,nM
CHEMBL4126810,4.16,CN1CCN(c2ccc(Nc3cc4c(N[C@H]5CCCN(C)C5)nc(Nc5ccccc5)nc4cn3)nc2)CC1,1.7,nM
CHEMBL4129209,3.93,C=CC(=O)N[C@@H]1CCCN(c2nc(Nc3ccccc3)nc3cnc(Nc4ccc(N5CCN(C)CC5)cn4)cc23)C1,163.7,nM
CHEMBL4129287,3.93,C=CC(=O)N[C@H]1CCCN(c2nc(Nc3ccccc3)nc3cnc(Nc4ccc(N5CCN(C)CC5)cn4)cc23)C1,500,nM
CHEMBL4126810,4.16,CN1CCN(c2ccc(Nc3cc4c(N[C@H]5CCCN(C)C5)nc(Nc5ccccc5)nc4cn3)nc2)CC1,582.2,nM
CHEMBL208048,4.26,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C(C)C)[C@@H](C)C(N)=O,1,nM
CHEMBL208118,3.48,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)[C@H](C)C(N)=O,9,nM
CHEMBL207235,3.25,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1C[C@H](OC)C[C@@H]1C(N)=O,10,nM
CHEMBL208292,3.62,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCC[C@@H]1C(N)=O,10,nM
CHEMBL1242846,1.46,COc1ncc(-c2nn(C(C)C)c3ncnc(N)c23)c(OC)n1,100000,nM
CHEMBL1241355,1.31,Nc1ncnc2[nH]nc(-c3ccccc3O)c12,,
CHEMBL1241487,2.48,Nc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1O,33,nM
CHEMBL1241358,1.51,Nc1ncnc2[nH]nc(-c3ccc([N+](=O)[O-])cc3)c12,,
CHEMBL225720,4.18,CN(C)CCN/N=N/c1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,37,nM
CHEMBL1242379,2.85,COc1ccc(-c2nn(C(C)(C)C)c3ncnc(N)c23)cc1OC,6340,nM
CHEMBL2374457,6.68,COCCCN1CCC([C@H]2CC[C@H](n3nc(-c4ccc5nc(Cc6ccccc6Cl)[nH]c5c4)c4c(N)ncnc43)CC2)CC1,58,nM
CHEMBL511874,4.65,C/C=C/C(=O)Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,0.6761,nM
CHEMBL39320,4.02,Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,0.3715,nM
CHEMBL37543,2.84,OCC(O)Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,12.02,nM
CHEMBL474341,3.73,O=C(CCn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21)N1CCOCC1,3.715,nM
CHEMBL128432,3.5,CN(C)CCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,44.67,nM
CHEMBL1242113,1.81,CCn1nc(-c2ccc(OC)c(O)c2)c2c(N)ncnc21,6450,nM
CHEMBL340484,3.58,CN1CCN(CCCNc2cc3ncnc(Nc4cccc(Br)c4)c3cn2)CC1,4.898,nM
CHEMBL285063,4.26,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,2,nM
CHEMBL99743,2.91,COc1cc2ncnc(N3CCN(C(=O)Nc4ccc([N+](=O)[O-])cc4)CC3)c2cc1OC,100000,nM
CHEMBL2111784,6.99,C[C@H](Nc1cc(-c2sc(C3CCN(C)CC3)nc2-c2ccc(F)cc2)ccn1)c1ccccc1,1100,nM
CHEMBL1204360,3.53,COc1cc2ncnc(Nc3ccccc3F)c2cc1OC.Cl,32.2,nM
CHEMBL1204199,4.93,CCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCC.Cl,0.41,nM
CHEMBL142611,4.14,COC(=O)c1ccc(-c2cc(O)cc(C(C)(C)C)c2)cc1,10000,nM
CHEMBL143968,5.93,COCOc1cc(-c2ccccc2)ccc1-c1ccc(C(=O)NCc2ccccc2)cc1,1100,nM
CHEMBL93284,3.89,O=[N+]([O-])c1ccc2c(Nc3cccc(I)c3)ncnc2c1,549.54,nM
CHEMBL55979,2.88,CC(NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1)c1ccccc1,2500,nM
CHEMBL53711,3.6,CN(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,21,nM
CHEMBL121260,4.49,Clc1cccc(Nc2[nH]nc3ncnc(Nc4ccccc4)c23)c1,1000,nM
CHEMBL121954,4.2,Oc1cccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,1,nM
CHEMBL56319,2.3,CCOC(=O)C(Cc1ccccc1)NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1,1530,nM
CHEMBL425601,3.55,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)C1(C(N)=O)CN(C(C)C)C1,9,nM
CHEMBL380006,4.08,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)[C@H](C)C(=O)N(C)C,40,nM
CHEMBL207246,3.23,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCC1C(N)=O,70,nM
CHEMBL204420,2.78,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCN(C)CC1C(N)=O,30,nM
CHEMBL380454,3.48,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CC[C@H](C(N)=O)C1,80,nM
CHEMBL379905,3.11,COC[C@@H](C(N)=O)N(C)Cc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OC,35,nM
CHEMBL410253,3.13,Cc1cccc(Nc2ncnc3ccncc23)c1NCCCN1CCN(C)CC1,5.623,nM
CHEMBL272865,4.23,Brc1cccc(Nc2ncnc3ccncc23)c1NCCCn1ccnc1,0.5129,nM
CHEMBL405398,3.28,Brc1cccc(Nc2ncnc3ccncc23)c1NCCN1CCOCC1,3.236,nM
CHEMBL270966,3.53,CN(C)CCN(C)c1c(Br)cccc1Nc1ncnc2ccncc12,40.74,nM
CHEMBL416307,2.85,Cc1cccc(Nc2ncnc3cnc(NCCc4c[nH]cn4)nc23)c1,3.02,nM
CHEMBL53310,2.21,CNc1ncc2ncnc(Nc3ccccc3)c2n1,13.18,nM
CHEMBL296377,4.18,Clc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,40.74,nM
CHEMBL408105,2.36,COc1cc2ncnc(Nc3ccccc3N)c2cn1,3715.35,nM
CHEMBL270921,3.49,CC(=O)Nc1c(Br)cccc1Nc1ncnc2ccncc12,29.51,nM
CHEMBL65038,4.05,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1[N+](=O)[O-],15.14,nM
CHEMBL96780,3.73,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1N,3.802,nM
CHEMBL50344,4.18,CNc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,4.074,nM
CHEMBL4464571,4.24,COc1cc(N2CCN(CC(=O)N3CCC(=O)CC3)C2=O)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,1000,nM
CHEMBL7917,4.04,COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC,0.3162,nM
CHEMBL208286,2.45,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)[C@@H](CO)C(N)=O,30,nM
CHEMBL376967,3.41,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(CCN(C)C)[C@@H](C)C(N)=O,90,nM
CHEMBL378370,3.49,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)C1CCNC1=O,70,nM
CHEMBL207235,3.25,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1C[C@H](OC)C[C@@H]1C(N)=O,25,nM
CHEMBL437885,4.77,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCCC1,300,nM
CHEMBL419409,5.04,COc1ccc(C#CC(C)(C)N)cc1C(=O)c1ccc(Nc2ccc(F)cc2F)cc1,4400,nM
CHEMBL417420,3.06,Brc1cccc(Nc2ncnc3cnc(NCCCN4CCOCC4)nc23)c1,2.951,nM
CHEMBL169108,3.77,O=C(Oc1ccccc1)c1cc(/N=C/c2cc(O)ccc2O)ccc1O,,nM
CHEMBL121190,2.28,Nc1[nH]cnc2nnc(Nc3cccc(Cl)c3)c1-2,35000,nM
CHEMBL332906,4,Nc1ccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,2,nM
CHEMBL55748,1.15,N#CC(C#N)=C1C(=O)Nc2ccc(O)cc21,,nM
CHEMBL56393,2.3,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccc(O)c(O)c1,8000,nM
CHEMBL387207,6.37,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(C(F)(F)F)c4)c3c2)o1,160,nM
CHEMBL2205025,4.39,O=S1(=O)N=S(c2ccc(Br)cc2)c2ccc(C(F)(F)F)cc21,40000,nM
CHEMBL55360,3.26,Cc1cccc(C)c1NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1,10300,nM
CHEMBL142335,5.29,CC(C)(C)c1ccc(-c2ccc(C(=O)NCc3ccccc3)cc2)c(O)c1,5000,nM
CHEMBL7572,3.81,CC(=O)Oc1ccc2[nH]c(C(=O)c3cc4ccccc4[nH]3)cc2c1,10000,nM
CHEMBL4081727,5.65,COc1cc(Br)c(/C=C2\CC(C)C/C(=C\c3nc(C)c(C)nc3C)C2=O)cc1OC,1900,nM
CHEMBL4078023,3.36,Cc1nc(C)c(/C=C2\CN(C)C/C(=C\c3nc(C)c(C)nc3C)C2=NO)nc1C,20,nM
CHEMBL553,3.41,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,60,nM
CHEMBL168366,3.82,O=C(OCCc1ccccc1)c1cc(NCc2cc(O)ccc2O)ccc1O,130,nM
CHEMBL168366,3.82,O=C(OCCc1ccccc1)c1cc(NCc2cc(O)ccc2O)ccc1O,200,nM
CHEMBL435902,4.6,O=C(OCCCCc1ccccc1)c1cc(NCc2cc(O)ccc2O)ccc1O,400,nM
CHEMBL384558,4.75,COc1cc2c(cc1OC)Oc1ncnc(Nc3ccc(F)cc3Cl)c1NC2,100000,nM
CHEMBL386998,4.09,COc1cc2c(cc1OC)Oc1ncnc(Nc3ccc(F)cc3)c1NC2,7600,nM
CHEMBL589590,5.92,CCCCN(Cc1cc(Br)cc(Br)c1O)C(=S)Nc1ccccc1,31940,nM
CHEMBL214853,5.13,COc1cc2c(cc1OC)Oc1ncnc(Sc3cccc(Br)c3)c1NC2,1300,nM
CHEMBL294213,2.6,N#CC(C#N)=Cc1ccc2[nH]ccc2c1,2200000,nM
CHEMBL215716,5.92,[O-][S+]1CCN(Cc2ccc(-c3ccc4ncnc(Nc5ccc(OCc6ccccc6)c(F)c5)c4c3)o2)CC1,16,nM
CHEMBL212954,6.57,[O-][S+]1CCN(Cc2ccc(-c3ccc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4c3)o2)CC1,28,nM
CHEMBL212250,8,O=S(=O)(CCOCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1)c1ccccc1,25,nM
CHEMBL169657,1.71,CONC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O,300,nM
CHEMBL434305,4.42,O=C(OC/C=C/c1ccccc1)c1cc(/N=C/c2cc(O)ccc2O)ccc1O,,nM
CHEMBL55729,1.21,Nc1ccc2cncnc2c1,0.1,nM
CHEMBL213874,4.9,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OCC1CCN(C)CC1,15,nM
CHEMBL276154,4.65,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC1CCN(C)CC1,10,nM
CHEMBL215786,4.9,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCC1CCN(C)CC1,18,nM
CHEMBL214863,5.78,COc1cc2c(cc1OC)Sc1nc(C)nc(Nc3ccc4ccccc4c3)c1NC2,17000,nM
CHEMBL202970,4.75,COc1cc2c(cc1OC)Oc1ncnc(Nc3ccc(F)c(Cl)c3)c1NC2,1200,nM
CHEMBL215191,3.78,COc1cc2c(cc1OC)Nc1ncnc(NCc3ccccc3)c1NC2,900,nM
CHEMBL376089,4.57,COc1cc2c(cc1OC)Nc1ncnc(NCc3ccc(F)c(Cl)c3)c1NC2,1600,nM
CHEMBL214853,5.13,COc1cc2c(cc1OC)Oc1ncnc(Sc3cccc(Br)c3)c1NC2,1200,nM
CHEMBL377730,4.56,COc1cc2c(cc1OC)Oc1ncnc(Nc3ccc4ncsc4c3)c1NC2,,
CHEMBL215488,3.83,COc1cc2c(cc1OC)Oc1ncnc(Nc3ccc4c[nH]nc4c3)c1NC2,,
CHEMBL1688860,5.13,CN(C)Cc1cc(C(=O)N[C@@H]2CCc3ccc(Oc4ccnc5c4CCC(=O)N5)cc3C2)cc(C(F)(F)F)c1,4900,nM
CHEMBL51265,3.53,Brc1cccc(Nc2ncnc3cnccc23)c1,51,nM
CHEMBL597773,4.96,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCCCCCC(=O)NO,2.1,nM
CHEMBL596957,4.88,COc1cc2ncnc(NCc3ccc(Cl)c(F)c3)c2cc1OCCCCCCC(=O)NO,72,nM
CHEMBL296407,0.49,N#C/C(=C\c1ccc(O)c(O)c1)C(N)=O,10000,nM
CHEMBL296407,0.49,N#C/C(=C\c1ccc(O)c(O)c1)C(N)=O,15000,nM
CHEMBL49120,5.77,CCN(CC)CCOc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,350,nM
CHEMBL355853,4.64,CC(COC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O)CC(C)(C)C,4000,nM
CHEMBL355853,4.64,CC(COC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O)CC(C)(C)C,8000,nM
CHEMBL355087,4.29,O=C(OCC1CCCCC1)c1cc(/N=C/c2cc(O)ccc2O)ccc1O,,nM
CHEMBL56879,2.8,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccc([N+](=O)[O-])cc1,20000,nM
CHEMBL55979,2.88,CC(NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1)c1ccccc1,3500,nM
CHEMBL53428,3.6,CN(C)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,0.091,nM
CHEMBL53121,3.67,Fc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,124,nM
CHEMBL434720,6.54,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,53,nM
CHEMBL4242522,3.86,CCc1ccc(N(C)c2ncnc3occ(C)c23)cc1,4,nM
CHEMBL4250273,4.09,COc1ccc(N(c2ncnc3occ(C)c23)C(C)C)cc1,10.1,nM
CHEMBL4250191,3.31,COc1ccc(N(C)c2ncnc3occ(C)c23)cc1,15.5,nM
CHEMBL179052,8.09,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C(C)C)C(C)C,30,nM
CHEMBL175933,5.51,COc1cc2ncc(C#N)c(Nc3ccc(Sc4ncccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,403,nM
CHEMBL180227,5.31,COc1cc2ncc(C#N)c(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN(C)C,130,nM
CHEMBL4215076,4.41,CN(C)C1CCN(c2ccc(Nc3cc4c(N5CCOCC5)nc(Nc5ccc(F)cc5)nc4cn3)nc2)CC1,1.5,nM
CHEMBL4206166,4.65,CN(C)C1CCN(c2ccc(Nc3cc4c(N5CCC(CO)CC5)nc(Nc5ccccc5)nc4cn3)nc2)CC1,2.1,nM
CHEMBL4209019,4.79,CN(C)C1CCN(c2ccc(Nc3cc4c(N5CCC(CO)CC5)nc(Nc5ccc(F)cc5)nc4cn3)nc2)CC1,10.4,nM
CHEMBL4217992,4.27,CN(C)C1CCN(c2ccc(Nc3cc4c(N5CCOCC5)nc(Nc5ccccc5)nc4cn3)nc2)CC1,3.9,nM
CHEMBL4206716,4.65,CN1CCN(c2ccc(Nc3cc4c(N5CCCCC5)nc(Nc5ccccc5)nc4cn3)nc2)CC1,45,nM
CHEMBL4212884,5.04,CN(C)C1CCN(c2ccc(Nc3cc4c(N5CCCC5)nc(Nc5ccccc5)nc4cn3)nc2)CC1,62.2,nM
CHEMBL3353410,4.51,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,109,nM
CHEMBL179458,4.75,COc1cc2ncc(C#N)c(Nc3ccc(-n4ccnc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,770,nM
CHEMBL178922,4.8,CCOc1cc2ncc(C#N)c(Nc3ccc(N4CCOCC4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,12700,nM
CHEMBL35820,4.93,CCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCC,0.006,nM
CHEMBL93966,3.09,Nc1ccc2c(Nc3cccc(F)c3)ncnc2c1,2,nM
CHEMBL328955,3.61,Nc1ccc2c(Nc3cccc(Cl)c3)ncnc2c1,0.25,nM
CHEMBL175513,7.15,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4nc5ccccc5s4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,188,nM
CHEMBL179577,6.57,CCOc1cc2ncc(C#N)c(Nc3ccc(NCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,45,nM
CHEMBL1812566,5.69,COc1cccc(/C=C/C(=O)Nc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)c1,6630,nM
CHEMBL1812491,2.75,Cn1cccc1-c1nc2cc(NC(=O)CCl)ccc2[nH]1,12070,nM
CHEMBL2179128,7.09,Fc1ccc(-c2nc(-c3ccccc3)[nH]c2-c2ccnc3[nH]c(-c4ccccc4)cc23)cc1,102,nM
CHEMBL4094438,7.22,C=CC(=O)Nc1cccc(-c2cc3c(-c4[nH]c(-c5ccccc5)nc4-c4ccc(F)cc4)ccnc3[nH]2)c1,32.1,nM
CHEMBL4078920,4.55,C=CC(=O)Nc1cccc(-c2c[nH]c3nccc(-c4[nH]c(CCCO)nc4C4CC4)c23)c1,258,nM
CHEMBL2179119,6.8,Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccnc4[nH]c(-c5ccccc5)cc34)[nH]2)cc1,916,nM
CHEMBL4094438,7.22,C=CC(=O)Nc1cccc(-c2cc3c(-c4[nH]c(-c5ccccc5)nc4-c4ccc(F)cc4)ccnc3[nH]2)c1,908,nM
CHEMBL4078920,4.55,C=CC(=O)Nc1cccc(-c2c[nH]c3nccc(-c4[nH]c(CCCO)nc4C4CC4)c23)c1,,
CHEMBL185637,3.27,Fc1ccc(Nc2ncnn3cccc23)cc1Cl,110,nM
CHEMBL388978,4.35,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,11.4,nM
CHEMBL939,4.28,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,3.22,nM
CHEMBL460785,-2.97,Cl.OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O,,
CHEMBL194958,3.53,CCc1c(C(N)=O)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,120,nM
CHEMBL395997,4.68,N#Cc1cnc2c(O)cc(NCc3c[nH]cn3)cc2c1Nc1ccc(F)c(Cl)c1,,
CHEMBL4087538,4.65,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4c(F)cccc34)n2)c(OC)cc1N(C)CCN(C)C,6,nM
CHEMBL330879,4.24,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccc3ccccc3c2)c1O,10000,nM
CHEMBL3916828,0.37,COc1cc2c(N[C@H]3COC[C@@H]3OC)ncnc2cc1O[C@H]1CO[C@@H]2[C@@H](O)CO[C@H]12,50,nM
CHEMBL44,2.58,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,1000,nM
CHEMBL3928180,4.95,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CN(C2CCOCC2)CCO1,50,nM
CHEMBL150177,1.79,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(S(N)(=O)=O)cc32)c(C)c1CCC(=O)O,50000,nM
CHEMBL4226676,5.6,CN(C)C1CCN(c2ccc(Nc3ncc4nc(Sc5ccccc5)n(C5CCOCC5)c4n3)cc2)CC1,331,nM
CHEMBL4227084,4.03,CN(C)CCOc1ccc(Nc2ncc3nc([S+]([O-])c4ccccc4)n(C4CCOCC4)c3n2)cc1,,
CHEMBL3939306,4.57,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(C(=O)NCCNCCCCCCC(=O)NO)cc3)cc12)c1ccccc1,100,nM
CHEMBL3917670,3.92,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(C(=O)NO)cc3)cc12)c1ccccc1,100,nM
CHEMBL210660,4.89,O=NN(CCCl)C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,47,nM
CHEMBL466586,5.24,CNC(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,50,nM
CHEMBL466412,5.59,CN(C)C(=O)O[C@@H]1CN[C@@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,40,nM
CHEMBL450109,5.36,O=C(O[C@@H]1CN[C@@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1)N1CCOCC1,40,nM
CHEMBL505626,6.37,CCN(CC)C(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,63,nM
CHEMBL74645,3.28,O=C(O)c1cccc(Nc2ncnc3[nH]c4c(c23)CCCC4)c1,25700,nM
CHEMBL388978,4.35,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,49,nM
CHEMBL432428,2.92,N#C/C(=C\c1cc(O)c(O)c(CSCc2ccccc2)c1)C(N)=O,940,nM
CHEMBL162223,4.58,Brc1cccc(Nc2ncnc3cnc(NCCc4ccccn4)cc23)c1,1.2,nM
